confirmed,country,date,deaths,lat,lon,province,recovered
0,Albania,2/20/2020,0,41.1533,20.1683,,0
0,Albania,2/21/2020,0,41.1533,20.1683,,0
0,Albania,2/22/2020,0,41.1533,20.1683,,0
0,Albania,2/23/2020,0,41.1533,20.1683,,0
0,Albania,2/24/2020,0,41.1533,20.1683,,0
0,Albania,2/25/2020,0,41.1533,20.1683,,0
0,Albania,2/26/2020,0,41.1533,20.1683,,0
0,Albania,2/27/2020,0,41.1533,20.1683,,0
0,Albania,2/28/2020,0,41.1533,20.1683,,0
0,Albania,2/29/2020,0,41.1533,20.1683,,0
0,Albania,3/1/2020,0,41.1533,20.1683,,0
0,Albania,3/2/2020,0,41.1533,20.1683,,0
0,Albania,3/3/2020,0,41.1533,20.1683,,0
0,Albania,3/4/2020,0,41.1533,20.1683,,0
0,Albania,3/5/2020,0,41.1533,20.1683,,0
0,Albania,3/6/2020,0,41.1533,20.1683,,0
0,Albania,3/7/2020,0,41.1533,20.1683,,0
0,Albania,3/8/2020,0,41.1533,20.1683,,0
2,Albania,3/9/2020,0,41.1533,20.1683,,0
10,Albania,3/10/2020,0,41.1533,20.1683,,0
12,Albania,3/11/2020,1,41.1533,20.1683,,0
23,Albania,3/12/2020,1,41.1533,20.1683,,0
33,Albania,3/13/2020,1,41.1533,20.1683,,0
38,Albania,3/14/2020,1,41.1533,20.1683,,0
42,Albania,3/15/2020,1,41.1533,20.1683,,0
51,Albania,3/16/2020,1,41.1533,20.1683,,0
55,Albania,3/17/2020,1,41.1533,20.1683,,0
59,Albania,3/18/2020,2,41.1533,20.1683,,0
64,Albania,3/19/2020,2,41.1533,20.1683,,0
70,Albania,3/20/2020,2,41.1533,20.1683,,0
76,Albania,3/21/2020,2,41.1533,20.1683,,2
89,Albania,3/22/2020,2,41.1533,20.1683,,2
104,Albania,3/23/2020,4,41.1533,20.1683,,2
123,Albania,3/24/2020,5,41.1533,20.1683,,10
146,Albania,3/25/2020,5,41.1533,20.1683,,17
174,Albania,3/26/2020,6,41.1533,20.1683,,17
186,Albania,3/27/2020,8,41.1533,20.1683,,31
197,Albania,3/28/2020,10,41.1533,20.1683,,31
212,Albania,3/29/2020,10,41.1533,20.1683,,33
223,Albania,3/30/2020,11,41.1533,20.1683,,44
243,Albania,3/31/2020,15,41.1533,20.1683,,52
259,Albania,4/1/2020,15,41.1533,20.1683,,67
277,Albania,4/2/2020,16,41.1533,20.1683,,76
304,Albania,4/3/2020,17,41.1533,20.1683,,89
333,Albania,4/4/2020,20,41.1533,20.1683,,99
361,Albania,4/5/2020,20,41.1533,20.1683,,104
377,Albania,4/6/2020,21,41.1533,20.1683,,116
383,Albania,4/7/2020,22,41.1533,20.1683,,131
400,Albania,4/8/2020,22,41.1533,20.1683,,154
409,Albania,4/9/2020,23,41.1533,20.1683,,165
416,Albania,4/10/2020,23,41.1533,20.1683,,182
433,Albania,4/11/2020,23,41.1533,20.1683,,197
446,Albania,4/12/2020,23,41.1533,20.1683,,217
467,Albania,4/13/2020,23,41.1533,20.1683,,232
475,Albania,4/14/2020,24,41.1533,20.1683,,248
494,Albania,4/15/2020,25,41.1533,20.1683,,251
518,Albania,4/16/2020,26,41.1533,20.1683,,277
539,Albania,4/17/2020,26,41.1533,20.1683,,283
548,Albania,4/18/2020,26,41.1533,20.1683,,302
562,Albania,4/19/2020,26,41.1533,20.1683,,314
584,Albania,4/20/2020,26,41.1533,20.1683,,327
609,Albania,4/21/2020,26,41.1533,20.1683,,345
634,Albania,4/22/2020,27,41.1533,20.1683,,356
663,Albania,4/23/2020,27,41.1533,20.1683,,385
678,Albania,4/24/2020,27,41.1533,20.1683,,394
712,Albania,4/25/2020,27,41.1533,20.1683,,403
726,Albania,4/26/2020,28,41.1533,20.1683,,410
736,Albania,4/27/2020,28,41.1533,20.1683,,422
750,Albania,4/28/2020,30,41.1533,20.1683,,431
766,Albania,4/29/2020,30,41.1533,20.1683,,455
773,Albania,4/30/2020,31,41.1533,20.1683,,470
782,Albania,5/1/2020,31,41.1533,20.1683,,488
789,Albania,5/2/2020,31,41.1533,20.1683,,519
795,Albania,5/3/2020,31,41.1533,20.1683,,531
803,Albania,5/4/2020,31,41.1533,20.1683,,543
0,Algeria,1/22/2020,0,28.0339,1.6596,,0
0,Algeria,1/23/2020,0,28.0339,1.6596,,0
0,Algeria,1/24/2020,0,28.0339,1.6596,,0
0,Algeria,1/25/2020,0,28.0339,1.6596,,0
0,Algeria,1/26/2020,0,28.0339,1.6596,,0
0,Algeria,1/27/2020,0,28.0339,1.6596,,0
0,Algeria,1/28/2020,0,28.0339,1.6596,,0
0,Algeria,1/29/2020,0,28.0339,1.6596,,0
0,Algeria,1/30/2020,0,28.0339,1.6596,,0
0,Algeria,1/31/2020,0,28.0339,1.6596,,0
0,Algeria,2/1/2020,0,28.0339,1.6596,,0
0,Algeria,2/2/2020,0,28.0339,1.6596,,0
0,Algeria,2/3/2020,0,28.0339,1.6596,,0
0,Algeria,2/4/2020,0,28.0339,1.6596,,0
0,Algeria,2/5/2020,0,28.0339,1.6596,,0
0,Algeria,2/6/2020,0,28.0339,1.6596,,0
0,Algeria,2/7/2020,0,28.0339,1.6596,,0
0,Algeria,2/8/2020,0,28.0339,1.6596,,0
0,Algeria,2/9/2020,0,28.0339,1.6596,,0
0,Algeria,2/10/2020,0,28.0339,1.6596,,0
0,Algeria,2/11/2020,0,28.0339,1.6596,,0
0,Algeria,2/12/2020,0,28.0339,1.6596,,0
0,Algeria,2/13/2020,0,28.0339,1.6596,,0
0,Algeria,2/14/2020,0,28.0339,1.6596,,0
0,Algeria,2/15/2020,0,28.0339,1.6596,,0
0,Algeria,2/16/2020,0,28.0339,1.6596,,0
0,Algeria,2/17/2020,0,28.0339,1.6596,,0
0,Algeria,2/18/2020,0,28.0339,1.6596,,0
0,Algeria,2/19/2020,0,28.0339,1.6596,,0
0,Algeria,2/20/2020,0,28.0339,1.6596,,0
0,Algeria,2/21/2020,0,28.0339,1.6596,,0
0,Algeria,2/22/2020,0,28.0339,1.6596,,0
0,Algeria,2/23/2020,0,28.0339,1.6596,,0
0,Algeria,2/24/2020,0,28.0339,1.6596,,0
1,Algeria,2/25/2020,0,28.0339,1.6596,,0
1,Algeria,2/26/2020,0,28.0339,1.6596,,0
1,Algeria,2/27/2020,0,28.0339,1.6596,,0
1,Algeria,2/28/2020,0,28.0339,1.6596,,0
1,Algeria,2/29/2020,0,28.0339,1.6596,,0
1,Algeria,3/1/2020,0,28.0339,1.6596,,0
3,Algeria,3/2/2020,0,28.0339,1.6596,,0
5,Algeria,3/3/2020,0,28.0339,1.6596,,0
12,Algeria,3/4/2020,0,28.0339,1.6596,,0
12,Algeria,3/5/2020,0,28.0339,1.6596,,0
17,Algeria,3/6/2020,0,28.0339,1.6596,,0
17,Algeria,3/7/2020,0,28.0339,1.6596,,0
19,Algeria,3/8/2020,0,28.0339,1.6596,,0
20,Algeria,3/9/2020,0,28.0339,1.6596,,0
20,Algeria,3/10/2020,0,28.0339,1.6596,,0
20,Algeria,3/11/2020,0,28.0339,1.6596,,0
24,Algeria,3/12/2020,1,28.0339,1.6596,,8
26,Algeria,3/13/2020,2,28.0339,1.6596,,8
37,Algeria,3/14/2020,3,28.0339,1.6596,,12
48,Algeria,3/15/2020,4,28.0339,1.6596,,12
54,Algeria,3/16/2020,4,28.0339,1.6596,,12
60,Algeria,3/17/2020,4,28.0339,1.6596,,12
74,Algeria,3/18/2020,7,28.0339,1.6596,,12
87,Algeria,3/19/2020,9,28.0339,1.6596,,32
90,Algeria,3/20/2020,11,28.0339,1.6596,,32
139,Algeria,3/21/2020,15,28.0339,1.6596,,32
201,Algeria,3/22/2020,17,28.0339,1.6596,,65
230,Algeria,3/23/2020,17,28.0339,1.6596,,65
264,Algeria,3/24/2020,19,28.0339,1.6596,,24
302,Algeria,3/25/2020,21,28.0339,1.6596,,65
367,Algeria,3/26/2020,25,28.0339,1.6596,,29
409,Algeria,3/27/2020,26,28.0339,1.6596,,29
454,Algeria,3/28/2020,29,28.0339,1.6596,,31
511,Algeria,3/29/2020,31,28.0339,1.6596,,31
584,Algeria,3/30/2020,35,28.0339,1.6596,,37
716,Algeria,3/31/2020,44,28.0339,1.6596,,46
847,Algeria,4/1/2020,58,28.0339,1.6596,,61
986,Algeria,4/2/2020,86,28.0339,1.6596,,61
1171,Algeria,4/3/2020,105,28.0339,1.6596,,62
1251,Algeria,4/4/2020,130,28.0339,1.6596,,90
1320,Algeria,4/5/2020,152,28.0339,1.6596,,90
1423,Algeria,4/6/2020,173,28.0339,1.6596,,90
1468,Algeria,4/7/2020,193,28.0339,1.6596,,113
1572,Algeria,4/8/2020,205,28.0339,1.6596,,237
1666,Algeria,4/9/2020,235,28.0339,1.6596,,347
1761,Algeria,4/10/2020,256,28.0339,1.6596,,405
1825,Algeria,4/11/2020,275,28.0339,1.6596,,460
1914,Algeria,4/12/2020,293,28.0339,1.6596,,591
1983,Algeria,4/13/2020,313,28.0339,1.6596,,601
2070,Algeria,4/14/2020,326,28.0339,1.6596,,691
2160,Algeria,4/15/2020,336,28.0339,1.6596,,708
2268,Algeria,4/16/2020,348,28.0339,1.6596,,783
2418,Algeria,4/17/2020,364,28.0339,1.6596,,846
2534,Algeria,4/18/2020,367,28.0339,1.6596,,894
2629,Algeria,4/19/2020,375,28.0339,1.6596,,1047
2718,Algeria,4/20/2020,384,28.0339,1.6596,,1099
2811,Algeria,4/21/2020,392,28.0339,1.6596,,1152
2910,Algeria,4/22/2020,402,28.0339,1.6596,,1204
3007,Algeria,4/23/2020,407,28.0339,1.6596,,1355
3127,Algeria,4/24/2020,415,28.0339,1.6596,,1408
3256,Algeria,4/25/2020,419,28.0339,1.6596,,1479
3382,Algeria,4/26/2020,425,28.0339,1.6596,,1508
3517,Algeria,4/27/2020,432,28.0339,1.6596,,1558
3649,Algeria,4/28/2020,437,28.0339,1.6596,,1651
3848,Algeria,4/29/2020,444,28.0339,1.6596,,1702
4006,Algeria,4/30/2020,450,28.0339,1.6596,,1779
4154,Algeria,5/1/2020,453,28.0339,1.6596,,1821
4295,Algeria,5/2/2020,459,28.0339,1.6596,,1872
4474,Algeria,5/3/2020,463,28.0339,1.6596,,1936
4648,Algeria,5/4/2020,465,28.0339,1.6596,,1998
0,Andorra,1/22/2020,0,42.5063,1.5218,,0
0,Andorra,1/23/2020,0,42.5063,1.5218,,0
0,Andorra,1/24/2020,0,42.5063,1.5218,,0
0,Andorra,1/25/2020,0,42.5063,1.5218,,0
0,Andorra,1/26/2020,0,42.5063,1.5218,,0
0,Andorra,1/27/2020,0,42.5063,1.5218,,0
0,Andorra,1/28/2020,0,42.5063,1.5218,,0
0,Andorra,1/29/2020,0,42.5063,1.5218,,0
0,Andorra,1/30/2020,0,42.5063,1.5218,,0
0,Andorra,1/31/2020,0,42.5063,1.5218,,0
0,Andorra,2/1/2020,0,42.5063,1.5218,,0
0,Andorra,2/2/2020,0,42.5063,1.5218,,0
0,Andorra,2/3/2020,0,42.5063,1.5218,,0
0,Andorra,2/4/2020,0,42.5063,1.5218,,0
0,Andorra,2/5/2020,0,42.5063,1.5218,,0
0,Andorra,2/6/2020,0,42.5063,1.5218,,0
0,Andorra,2/7/2020,0,42.5063,1.5218,,0
0,Andorra,2/8/2020,0,42.5063,1.5218,,0
0,Andorra,2/9/2020,0,42.5063,1.5218,,0
0,Andorra,2/10/2020,0,42.5063,1.5218,,0
0,Andorra,2/11/2020,0,42.5063,1.5218,,0
0,Andorra,2/12/2020,0,42.5063,1.5218,,0
0,Andorra,2/13/2020,0,42.5063,1.5218,,0
0,Andorra,2/14/2020,0,42.5063,1.5218,,0
0,Andorra,2/15/2020,0,42.5063,1.5218,,0
0,Andorra,2/16/2020,0,42.5063,1.5218,,0
0,Andorra,2/17/2020,0,42.5063,1.5218,,0
0,Andorra,2/18/2020,0,42.5063,1.5218,,0
0,Andorra,2/19/2020,0,42.5063,1.5218,,0
0,Andorra,2/20/2020,0,42.5063,1.5218,,0
0,Andorra,2/21/2020,0,42.5063,1.5218,,0
0,Andorra,2/22/2020,0,42.5063,1.5218,,0
0,Andorra,2/23/2020,0,42.5063,1.5218,,0
0,Andorra,2/24/2020,0,42.5063,1.5218,,0
0,Andorra,2/25/2020,0,42.5063,1.5218,,0
0,Andorra,2/26/2020,0,42.5063,1.5218,,0
0,Andorra,2/27/2020,0,42.5063,1.5218,,0
0,Andorra,2/28/2020,0,42.5063,1.5218,,0
0,Andorra,2/29/2020,0,42.5063,1.5218,,0
0,Andorra,3/1/2020,0,42.5063,1.5218,,0
1,Andorra,3/2/2020,0,42.5063,1.5218,,0
1,Andorra,3/3/2020,0,42.5063,1.5218,,0
1,Andorra,3/4/2020,0,42.5063,1.5218,,0
1,Andorra,3/5/2020,0,42.5063,1.5218,,0
1,Andorra,3/6/2020,0,42.5063,1.5218,,0
1,Andorra,3/7/2020,0,42.5063,1.5218,,0
1,Andorra,3/8/2020,0,42.5063,1.5218,,0
1,Andorra,3/9/2020,0,42.5063,1.5218,,0
1,Andorra,3/10/2020,0,42.5063,1.5218,,0
1,Andorra,3/11/2020,0,42.5063,1.5218,,0
1,Andorra,3/12/2020,0,42.5063,1.5218,,1
1,Andorra,3/13/2020,0,42.5063,1.5218,,0
1,Andorra,3/14/2020,0,42.5063,1.5218,,1
1,Andorra,3/15/2020,0,42.5063,1.5218,,1
2,Andorra,3/16/2020,0,42.5063,1.5218,,1
39,Andorra,3/17/2020,0,42.5063,1.5218,,1
39,Andorra,3/18/2020,0,42.5063,1.5218,,1
53,Andorra,3/19/2020,0,42.5063,1.5218,,1
75,Andorra,3/20/2020,0,42.5063,1.5218,,1
88,Andorra,3/21/2020,0,42.5063,1.5218,,1
113,Andorra,3/22/2020,1,42.5063,1.5218,,1
133,Andorra,3/23/2020,1,42.5063,1.5218,,1
164,Andorra,3/24/2020,1,42.5063,1.5218,,1
188,Andorra,3/25/2020,1,42.5063,1.5218,,1
224,Andorra,3/26/2020,3,42.5063,1.5218,,1
267,Andorra,3/27/2020,3,42.5063,1.5218,,1
308,Andorra,3/28/2020,3,42.5063,1.5218,,1
334,Andorra,3/29/2020,6,42.5063,1.5218,,1
370,Andorra,3/30/2020,8,42.5063,1.5218,,10
376,Andorra,3/31/2020,12,42.5063,1.5218,,10
390,Andorra,4/1/2020,14,42.5063,1.5218,,10
428,Andorra,4/2/2020,15,42.5063,1.5218,,10
439,Andorra,4/3/2020,16,42.5063,1.5218,,16
466,Andorra,4/4/2020,17,42.5063,1.5218,,21
501,Andorra,4/5/2020,18,42.5063,1.5218,,26
525,Andorra,4/6/2020,21,42.5063,1.5218,,31
545,Andorra,4/7/2020,22,42.5063,1.5218,,39
564,Andorra,4/8/2020,23,42.5063,1.5218,,52
583,Andorra,4/9/2020,25,42.5063,1.5218,,58
601,Andorra,4/10/2020,26,42.5063,1.5218,,71
601,Andorra,4/11/2020,26,42.5063,1.5218,,71
638,Andorra,4/12/2020,29,42.5063,1.5218,,128
646,Andorra,4/13/2020,29,42.5063,1.5218,,128
659,Andorra,4/14/2020,31,42.5063,1.5218,,128
673,Andorra,4/15/2020,33,42.5063,1.5218,,169
673,Andorra,4/16/2020,33,42.5063,1.5218,,169
696,Andorra,4/17/2020,35,42.5063,1.5218,,191
704,Andorra,4/18/2020,35,42.5063,1.5218,,205
713,Andorra,4/19/2020,36,42.5063,1.5218,,235
717,Andorra,4/20/2020,37,42.5063,1.5218,,248
717,Andorra,4/21/2020,37,42.5063,1.5218,,282
723,Andorra,4/22/2020,37,42.5063,1.5218,,309
723,Andorra,4/23/2020,37,42.5063,1.5218,,333
731,Andorra,4/24/2020,40,42.5063,1.5218,,344
738,Andorra,4/25/2020,40,42.5063,1.5218,,344
738,Andorra,4/26/2020,40,42.5063,1.5218,,344
743,Andorra,4/27/2020,40,42.5063,1.5218,,385
743,Andorra,4/28/2020,41,42.5063,1.5218,,398
743,Andorra,4/29/2020,42,42.5063,1.5218,,423
745,Andorra,4/30/2020,42,42.5063,1.5218,,468
745,Andorra,5/1/2020,43,42.5063,1.5218,,468
747,Andorra,5/2/2020,44,42.5063,1.5218,,472
748,Andorra,5/3/2020,45,42.5063,1.5218,,493
750,Andorra,5/4/2020,45,42.5063,1.5218,,499
0,Angola,1/22/2020,0,-11.2027,17.8739,,0
0,Angola,1/23/2020,0,-11.2027,17.8739,,0
0,Angola,1/24/2020,0,-11.2027,17.8739,,0
0,Angola,1/25/2020,0,-11.2027,17.8739,,0
0,Angola,1/26/2020,0,-11.2027,17.8739,,0
0,Angola,1/27/2020,0,-11.2027,17.8739,,0
0,Angola,1/28/2020,0,-11.2027,17.8739,,0
0,Angola,1/29/2020,0,-11.2027,17.8739,,0
0,Angola,1/30/2020,0,-11.2027,17.8739,,0
0,Angola,1/31/2020,0,-11.2027,17.8739,,0
0,Angola,2/1/2020,0,-11.2027,17.8739,,0
0,Angola,2/2/2020,0,-11.2027,17.8739,,0
0,Angola,2/3/2020,0,-11.2027,17.8739,,0
0,Angola,2/4/2020,0,-11.2027,17.8739,,0
0,Angola,2/5/2020,0,-11.2027,17.8739,,0
0,Angola,2/6/2020,0,-11.2027,17.8739,,0
0,Angola,2/7/2020,0,-11.2027,17.8739,,0
0,Angola,2/8/2020,0,-11.2027,17.8739,,0
0,Angola,2/9/2020,0,-11.2027,17.8739,,0
0,Angola,2/10/2020,0,-11.2027,17.8739,,0
0,Angola,2/11/2020,0,-11.2027,17.8739,,0
0,Angola,2/12/2020,0,-11.2027,17.8739,,0
0,Angola,2/13/2020,0,-11.2027,17.8739,,0
0,Angola,2/14/2020,0,-11.2027,17.8739,,0
0,Angola,2/15/2020,0,-11.2027,17.8739,,0
0,Angola,2/16/2020,0,-11.2027,17.8739,,0
0,Angola,2/17/2020,0,-11.2027,17.8739,,0
0,Angola,2/18/2020,0,-11.2027,17.8739,,0
0,Angola,2/19/2020,0,-11.2027,17.8739,,0
0,Angola,2/20/2020,0,-11.2027,17.8739,,0
0,Angola,2/21/2020,0,-11.2027,17.8739,,0
0,Angola,2/22/2020,0,-11.2027,17.8739,,0
0,Angola,2/23/2020,0,-11.2027,17.8739,,0
0,Angola,2/24/2020,0,-11.2027,17.8739,,0
0,Angola,2/25/2020,0,-11.2027,17.8739,,0
0,Angola,2/26/2020,0,-11.2027,17.8739,,0
0,Angola,2/27/2020,0,-11.2027,17.8739,,0
0,Angola,2/28/2020,0,-11.2027,17.8739,,0
0,Angola,2/29/2020,0,-11.2027,17.8739,,0
0,Angola,3/1/2020,0,-11.2027,17.8739,,0
0,Angola,3/2/2020,0,-11.2027,17.8739,,0
0,Angola,3/3/2020,0,-11.2027,17.8739,,0
0,Angola,3/4/2020,0,-11.2027,17.8739,,0
0,Angola,3/5/2020,0,-11.2027,17.8739,,0
0,Angola,3/6/2020,0,-11.2027,17.8739,,0
0,Angola,3/7/2020,0,-11.2027,17.8739,,0
0,Angola,3/8/2020,0,-11.2027,17.8739,,0
0,Angola,3/9/2020,0,-11.2027,17.8739,,0
0,Angola,3/10/2020,0,-11.2027,17.8739,,0
0,Angola,3/11/2020,0,-11.2027,17.8739,,0
0,Angola,3/12/2020,0,-11.2027,17.8739,,0
0,Angola,3/13/2020,0,-11.2027,17.8739,,0
0,Angola,3/14/2020,0,-11.2027,17.8739,,0
0,Angola,3/15/2020,0,-11.2027,17.8739,,0
0,Angola,3/16/2020,0,-11.2027,17.8739,,0
0,Angola,3/17/2020,0,-11.2027,17.8739,,0
0,Angola,3/18/2020,0,-11.2027,17.8739,,0
0,Angola,3/19/2020,0,-11.2027,17.8739,,0
1,Angola,3/20/2020,0,-11.2027,17.8739,,0
2,Angola,3/21/2020,0,-11.2027,17.8739,,0
2,Angola,3/22/2020,0,-11.2027,17.8739,,0
3,Angola,3/23/2020,0,-11.2027,17.8739,,0
3,Angola,3/24/2020,0,-11.2027,17.8739,,0
3,Angola,3/25/2020,0,-11.2027,17.8739,,0
4,Angola,3/26/2020,0,-11.2027,17.8739,,0
4,Angola,3/27/2020,0,-11.2027,17.8739,,0
5,Angola,3/28/2020,0,-11.2027,17.8739,,0
7,Angola,3/29/2020,2,-11.2027,17.8739,,0
7,Angola,3/30/2020,2,-11.2027,17.8739,,0
7,Angola,3/31/2020,2,-11.2027,17.8739,,1
8,Angola,4/1/2020,2,-11.2027,17.8739,,1
8,Angola,4/2/2020,2,-11.2027,17.8739,,1
8,Angola,4/3/2020,2,-11.2027,17.8739,,1
10,Angola,4/4/2020,2,-11.2027,17.8739,,2
14,Angola,4/5/2020,2,-11.2027,17.8739,,2
16,Angola,4/6/2020,2,-11.2027,17.8739,,2
17,Angola,4/7/2020,2,-11.2027,17.8739,,2
19,Angola,4/8/2020,2,-11.2027,17.8739,,2
19,Angola,4/9/2020,2,-11.2027,17.8739,,2
19,Angola,4/10/2020,2,-11.2027,17.8739,,2
